gvn,inline,instcombine,ipsccp,iv_users,jump_threading,licm,print_used_types,sccp,simplifycfg,time_passes,Performance
1,1,0,1,1,0,0,1,0,0,1,235.92
1,1,0,0,0,0,0,0,1,0,1,239.976666666667
1,1,0,0,0,0,0,1,1,0,1,238.78
1,1,0,0,1,0,0,1,1,0,1,233.433333333333
1,1,0,1,0,0,0,0,1,0,1,238.253333333333
1,1,0,1,0,0,0,1,1,0,1,235.97
1,1,0,1,1,0,0,0,1,0,1,237.443333333333
0,0,0,1,1,1,0,1,0,0,1,202.69
1,1,0,0,0,0,0,0,0,1,1,242.156666666667
1,1,0,0,1,0,0,0,0,1,1,232.33
1,1,0,1,1,0,0,0,0,1,1,235.346666666667
1,1,0,0,0,0,0,0,1,1,1,240.233333333333
1,1,0,1,0,0,0,0,1,1,1,234.653333333333
1,1,0,0,1,0,0,0,1,1,1,237.866666666667
1,1,0,0,0,0,0,1,0,1,1,242.546666666667
1,1,0,0,1,0,0,1,0,1,1,232.956666666667
1,1,0,0,0,0,0,1,1,1,1,237.69
1,1,0,0,1,0,0,1,1,1,1,235.533333333333
1,1,0,1,0,0,0,1,0,1,1,240.05
1,1,0,1,0,0,0,1,1,1,1,237.036666666667
1,1,0,1,1,0,0,1,0,1,1,239.32
1,1,0,1,1,0,0,1,1,1,1,241.57
1,1,1,0,0,0,0,0,0,0,1,244.03
1,1,1,0,1,0,0,0,0,0,1,244.91
1,1,1,1,0,0,0,0,0,0,1,251.58
1,1,1,1,1,0,0,0,0,0,1,247.503333333333
1,1,1,0,0,0,0,1,0,0,1,253.053333333333
1,1,1,1,0,0,0,1,0,0,1,245.316666666667
1,1,1,0,1,0,0,1,0,0,1,248.97
1,1,1,1,1,0,0,1,0,0,1,250.62
1,1,1,0,0,0,0,0,0,1,1,253.963333333333
1,1,1,0,1,0,0,0,0,1,1,246.94
1,1,1,0,0,0,0,1,0,1,1,253.256666666667
1,1,1,0,1,0,0,1,0,1,1,247.266666666667
1,1,1,1,0,0,0,0,0,1,1,252.14
0,0,0,0,0,1,0,1,0,1,1,202.936666666667
1,1,1,1,0,0,0,1,0,1,1,249.566666666667
1,1,1,1,1,0,0,0,0,1,1,250.68
1,1,1,1,1,0,0,1,0,1,1,254.256666666667
1,1,1,0,0,0,0,0,1,0,1,255.473333333333
1,1,1,0,1,0,0,0,1,0,1,247.076666666667
1,1,1,1,0,0,0,0,1,0,1,253.636666666667
1,1,1,1,1,0,0,0,1,0,1,249.81
1,1,1,0,0,0,0,0,1,1,1,255.023333333333
1,1,1,0,1,0,0,0,1,1,1,251.516666666667
1,1,1,0,0,0,0,1,1,0,1,256.453333333333
1,1,1,0,1,0,0,1,1,0,1,247.716666666667
1,1,1,0,0,0,0,1,1,1,1,252.683333333333
1,1,1,0,1,0,0,1,1,1,1,249.343333333333
1,1,1,1,0,0,0,1,1,0,1,254.143333333333
1,1,1,1,0,0,0,1,1,1,1,251.0
1,1,1,1,1,0,0,1,1,0,1,252.58
1,1,1,1,1,0,0,1,1,1,1,256.183333333333
1,1,0,0,0,1,0,0,0,0,1,257.513333333333
0,0,0,1,0,1,0,0,0,1,1,203.933333333333
1,1,0,0,1,1,0,0,0,0,1,231.33
1,1,0,1,0,1,0,0,0,0,1,237.496666666667
1,1,0,0,0,1,0,1,0,0,1,239.563333333333
1,1,0,1,0,1,0,1,0,0,1,231.913333333333
1,1,0,0,1,1,0,1,0,0,1,235.973333333333
1,1,0,1,1,1,0,1,0,0,1,236.84
1,1,0,0,0,1,0,0,1,0,1,240.826666666667
1,1,0,0,1,1,0,0,1,0,1,234.25
1,1,0,0,0,1,0,1,1,0,1,240.623333333333
0,0,0,1,0,1,0,1,0,1,1,204.293333333333
1,1,0,0,1,1,0,1,1,0,1,235.03
1,1,0,1,0,1,0,0,1,0,1,239.79
1,1,0,1,0,1,0,1,1,0,1,237.523333333333
1,1,0,1,1,1,0,1,1,0,1,242.5
1,1,1,0,1,1,0,0,0,0,1,246.733333333333
1,1,1,1,0,1,0,0,0,0,1,253.153333333333
1,1,1,1,1,1,0,0,0,0,1,249.386666666667
1,1,1,0,0,1,0,0,1,0,1,254.336666666667
0,0,0,1,1,1,0,0,0,1,1,205.47
1,1,1,1,0,1,0,0,1,0,1,248.893333333333
1,1,1,0,1,1,0,0,1,0,1,251.41
1,1,1,0,0,1,0,1,0,0,1,256.473333333333
1,1,1,0,1,1,0,1,0,0,1,247.08
1,1,1,0,0,1,0,1,1,0,1,252.06
1,1,1,0,1,1,0,1,1,0,1,249.28
1,1,1,1,0,1,0,1,0,0,1,254.13
1,1,1,1,0,1,0,1,1,0,1,250.493333333333
1,1,1,1,1,1,0,1,0,0,1,252.513333333333
0,0,0,1,1,1,0,1,0,1,1,206.226666666667
1,1,1,1,1,1,0,1,1,0,1,255.363333333333
1,1,0,0,0,1,0,0,0,1,1,257.54
1,1,0,1,1,1,0,0,0,1,1,236.95
1,1,0,1,0,1,0,1,0,1,1,234.336666666667
1,1,0,0,1,1,0,1,0,1,1,238.46
1,1,0,1,1,1,0,1,0,1,1,239.243333333333
1,1,1,0,0,1,0,0,0,1,1,243.283333333333
1,1,1,0,1,1,0,0,0,1,1,248.536666666667
1,1,1,0,0,1,0,1,0,1,1,254.89
1,1,1,0,1,1,0,1,0,1,1,248.81
1,1,1,1,0,1,0,0,0,1,1,253.653333333333
1,1,1,1,0,1,0,1,0,1,1,251.013333333333
1,1,1,1,1,1,0,0,0,1,1,252.14
1,1,1,1,1,1,0,1,0,1,1,255.873333333333
1,1,0,0,0,1,0,0,1,1,1,256.97
1,1,0,0,1,1,0,0,1,1,1,236.226666666667
1,1,0,1,0,1,0,0,1,1,1,242.456666666667
1,1,0,1,1,1,0,0,1,1,1,239.51
1,1,1,0,0,1,0,0,1,1,1,244.253333333333
1,1,1,1,0,1,0,0,1,1,1,250.726666666667
1,1,1,0,1,1,0,0,1,1,1,253.1
1,1,1,1,1,1,0,0,1,1,1,257.17
1,1,0,0,0,1,0,1,1,1,1,258.05
1,1,0,0,1,1,0,1,1,1,1,236.893333333333
1,1,1,0,0,1,0,1,1,1,1,241.693333333333
1,1,1,0,1,1,0,1,1,1,1,250.863333333333
1,1,0,1,0,1,0,1,1,1,1,255.623333333333
0,0,0,1,0,1,0,0,1,0,1,203.56
1,1,1,1,0,1,0,1,1,1,1,240.543333333333
1,1,0,1,1,1,0,1,1,1,1,254.243333333333
1,1,1,1,1,1,0,1,1,1,1,245.343333333333
0,0,0,1,0,0,1,1,0,0,1,213.533333333333
0,0,0,1,1,1,0,0,1,0,1,205.086666666667
0,0,0,0,0,0,1,1,1,0,1,215.13
0,0,0,0,1,0,1,1,1,0,1,215.293333333333
0,0,0,1,0,0,1,1,1,0,1,217.55
0,0,0,1,1,0,1,0,1,0,1,218.433333333333
0,0,0,1,1,0,1,1,1,0,1,218.403333333333
0,0,0,1,0,0,1,0,0,1,1,214.283333333333
0,0,0,1,1,0,1,0,0,1,1,216.716666666667
0,0,0,1,0,0,1,0,1,1,1,215.19
0,0,0,1,1,0,1,0,1,1,1,216.23
0,0,0,0,0,0,1,1,0,1,1,219.306666666667
0,0,0,0,1,0,1,1,0,1,1,214.653333333333
0,0,0,0,0,0,1,1,1,1,1,215.483333333333
0,0,0,1,0,1,0,0,1,1,1,202.81
0,0,0,0,1,0,1,1,1,1,1,216.27
0,0,0,1,0,0,1,1,0,1,1,217.073333333333
0,0,0,1,0,0,1,1,1,1,1,217.653333333333
0,0,0,1,1,0,1,1,0,1,1,219.37
0,0,0,1,1,0,1,1,1,1,1,218.586666666667
0,0,0,1,0,1,1,0,0,0,1,213.86
0,0,0,1,1,1,1,0,0,0,1,215.993333333333
0,0,0,0,0,1,1,1,0,0,1,217.063333333333
0,0,0,1,0,1,1,1,0,0,1,213.996666666667
0,0,0,0,1,1,1,1,0,0,1,217.186666666667
0,0,0,1,1,1,1,1,0,0,1,215.026666666667
0,0,0,0,0,1,1,1,0,1,1,215.02
0,0,0,0,1,1,1,1,0,1,1,215.183333333333
0,0,0,1,0,1,1,0,0,1,1,216.296666666667
0,0,0,1,0,1,1,1,0,1,1,217.403333333333
0,0,0,1,1,1,1,0,0,1,1,218.4
0,0,0,1,1,1,0,0,1,1,1,204.96
0,0,0,1,1,1,1,1,0,1,1,218.503333333333
0,0,0,1,0,1,1,0,1,0,1,215.853333333333
0,0,0,1,1,1,1,0,1,0,1,218.02
0,0,0,1,0,1,1,0,1,1,1,216.063333333333
0,0,0,1,1,1,1,0,1,1,1,216.873333333333
0,0,0,0,0,1,1,1,1,0,1,219.826666666667
0,0,0,0,0,1,0,1,1,0,1,207.89
0,0,0,0,1,1,1,1,1,0,1,215.956666666667
0,0,0,0,0,1,1,1,1,1,1,216.913333333333
0,0,0,0,1,1,1,1,1,1,1,216.906666666667
0,0,0,1,0,1,1,1,1,0,1,218.036666666667
0,0,0,1,0,1,1,1,1,1,1,219.05
0,0,0,1,1,1,1,1,1,0,1,219.873333333333
0,0,0,1,1,1,1,1,1,1,1,219.946666666667
0,1,0,1,0,0,1,0,0,0,1,243.793333333333
0,0,0,0,1,1,0,1,1,0,1,202.68
0,1,0,1,1,0,1,0,0,0,1,246.126666666667
0,1,0,1,0,0,1,1,0,0,1,243.083333333333
0,1,0,0,1,0,1,1,0,0,1,247.37
0,1,0,1,1,0,1,1,0,0,1,244.12
0,1,0,0,0,0,1,0,1,0,1,248.196666666667
0,1,0,0,1,0,1,0,1,0,1,256.94
0,1,0,0,0,0,1,1,1,0,1,259.393333333333
0,1,0,0,1,0,1,1,1,0,1,261.013333333333
0,1,0,1,0,0,1,0,1,0,1,260.88
0,0,0,0,0,1,0,1,1,1,1,204.513333333333
0,1,0,1,0,0,1,1,1,0,1,264.18
0,1,0,1,1,0,1,0,1,0,1,265.38
0,1,0,1,1,0,1,1,1,0,1,264.64
0,1,0,0,0,1,1,0,0,0,1,266.323333333333
0,1,0,0,1,1,1,0,0,0,1,255.436666666667
0,1,0,1,0,1,1,0,0,0,1,257.17
0,1,0,1,1,1,1,0,0,0,1,261.836666666667
0,1,0,1,0,1,1,0,1,0,1,257.713333333333
0,1,0,0,1,1,1,0,1,0,1,264.18
0,0,0,0,1,1,0,1,1,1,1,203.856666666667
0,1,0,1,1,1,1,0,1,0,1,259.5
0,1,0,0,1,1,1,1,0,0,1,257.676666666667
0,1,0,0,0,1,1,1,1,0,1,259.366666666667
0,1,0,0,1,1,1,1,1,0,1,260.823333333333
0,1,0,1,0,1,1,1,0,0,1,261.533333333333
0,1,0,1,0,1,1,1,1,0,1,262.483333333333
0,1,0,1,1,1,1,1,0,0,1,265.65
0,1,0,1,1,1,1,1,1,0,1,264.29
0,1,0,0,0,0,1,0,0,1,1,266.19
0,0,0,1,0,1,0,1,1,0,1,205.74
0,1,0,1,0,0,1,0,0,1,1,258.16
0,1,0,1,1,0,1,0,0,1,1,263.13
0,1,0,0,0,0,1,1,0,1,1,263.58
0,1,0,1,0,0,1,1,0,1,1,259.383333333333
0,1,0,0,1,0,1,1,0,1,1,263.746666666667
0,1,0,1,1,0,1,1,0,1,1,260.413333333333
0,1,0,0,0,1,1,0,0,1,1,264.51
0,1,0,0,0,1,1,1,0,1,1,259.38
0,0,0,1,0,1,0,1,1,1,1,205.706666666667
0,1,0,0,1,1,1,1,0,1,1,260.77
0,1,0,1,0,1,1,0,0,1,1,261.43
0,1,0,1,0,1,1,1,0,1,1,263.583333333333
0,1,0,1,1,1,1,0,0,1,1,263.776666666667
0,1,0,1,1,1,1,1,0,1,1,264.04
0,1,0,0,0,0,1,0,1,1,1,265.69
0,1,0,0,1,0,1,0,1,1,1,258.9
0,1,0,1,0,0,1,0,1,1,1,261.076666666667
0,1,0,1,1,0,1,0,1,1,1,265.4
0,1,0,0,0,1,1,0,1,1,1,266.026666666667
0,0,0,1,1,1,0,1,1,0,1,207.1
0,1,0,0,1,1,1,0,1,1,1,266.12
0,1,0,1,1,1,1,0,1,1,1,262.006666666667
0,1,0,0,0,0,1,1,1,1,1,267.17
0,1,0,0,1,0,1,1,1,1,1,261.896666666667
0,1,0,0,0,1,1,1,1,1,1,263.043333333333
0,1,0,0,1,1,1,1,1,1,1,263.186666666667
0,1,0,1,0,0,1,1,1,1,1,263.57
0,1,0,1,0,1,1,1,1,1,1,266.386666666667
0,1,0,1,1,0,1,1,1,1,1,267.07
0,1,0,1,1,1,1,1,1,1,1,266.54
1,0,0,1,0,0,1,0,0,0,1,232.616666666667
1,0,0,1,1,0,1,0,0,0,1,232.18
1,0,0,0,0,0,1,1,0,0,1,236.21
1,0,0,1,0,0,1,1,0,0,1,230.236666666667
1,0,0,0,1,0,1,1,0,0,1,233.326666666667
1,0,0,1,1,0,1,1,0,0,1,234.1
1,0,0,0,0,0,1,1,1,0,1,234.696666666667
1,0,0,0,1,0,1,1,1,0,1,232.026666666667
1,0,0,1,0,0,1,0,1,0,1,235.733333333333
1,0,0,1,0,0,1,1,1,0,1,234.053333333333
1,0,0,1,1,0,1,0,1,0,1,235.12
1,0,0,1,1,0,1,1,1,0,1,237.896666666667
1,0,0,1,0,0,1,0,0,1,1,235.513333333333
1,0,0,1,1,0,1,0,0,1,1,234.006666666667
1,0,0,1,0,0,1,0,1,1,1,233.116666666667
1,0,0,0,0,0,1,1,0,1,1,239.593333333333
1,0,0,0,0,0,1,1,1,1,1,235.85
1,0,0,0,1,0,1,1,1,1,1,233.793333333333
1,0,0,1,0,0,1,1,0,1,1,237.47
1,0,0,1,0,0,1,1,1,1,1,234.95
1,0,0,1,1,0,1,1,0,1,1,236.586666666667
1,0,0,1,1,0,1,1,1,1,1,238.823333333333
1,1,0,0,1,0,1,0,0,0,1,243.933333333333
1,1,0,1,0,0,1,0,0,0,1,249.663333333333
1,1,0,1,1,0,1,0,0,0,1,246.39
1,1,0,0,0,0,1,1,0,0,1,250.876666666667
1,1,0,1,0,0,1,1,0,0,1,243.806666666667
1,1,0,0,1,0,1,1,0,0,1,247.626666666667
0,1,0,1,1,0,0,0,0,0,1,211.39
1,1,0,0,0,0,1,0,0,1,1,252.21
1,1,0,0,1,0,1,0,0,1,1,245.79
1,1,0,0,1,0,1,1,0,1,1,245.563333333333
1,1,0,1,0,0,1,0,0,1,1,250.26
1,1,0,1,0,0,1,1,0,1,1,248.07
1,1,0,1,1,0,1,0,0,1,1,249.3
1,1,0,1,1,0,1,1,0,1,1,252.746666666667
1,1,0,0,0,0,1,0,1,0,1,253.983333333333
1,1,0,0,1,0,1,0,1,0,1,246.376666666667
1,1,0,1,0,0,1,0,1,0,1,252.126666666667
1,1,0,1,1,0,1,0,1,0,1,248.783333333333
1,1,0,0,0,0,1,0,1,1,1,253.393333333333
1,1,0,1,0,0,1,0,1,1,1,248.603333333333
1,1,0,0,1,0,1,0,1,1,1,250.443333333333
1,1,0,1,1,0,1,0,1,1,1,254.266666666667
1,1,0,0,0,0,1,1,1,0,1,255.173333333333
1,1,0,0,1,0,1,1,1,0,1,246.086666666667
0,1,0,1,0,0,0,1,0,0,1,208.37
1,1,0,1,0,0,1,1,1,0,1,252.52
1,1,0,1,1,0,1,1,1,0,1,251.566666666667
1,1,0,1,1,0,1,1,1,1,1,254.59
1,0,0,1,0,1,1,0,0,0,1,235.21
1,0,0,1,1,1,1,0,0,0,1,233.55
1,0,0,0,0,1,1,1,0,0,1,237.333333333333
0,1,0,0,1,0,0,1,0,0,1,212.936666666667
1,0,0,1,0,1,1,1,0,0,1,231.443333333333
1,0,0,0,1,1,1,1,0,0,1,234.24
1,0,0,1,1,1,1,1,0,0,1,235.313333333333
1,0,0,0,0,1,1,1,1,0,1,237.063333333333
1,0,0,0,1,1,1,1,1,0,1,233.12
1,0,0,1,0,1,1,0,1,0,1,236.976666666667
1,0,0,1,0,1,1,1,1,0,1,235.233333333333
1,0,0,1,1,1,1,0,1,0,1,235.946666666667
0,1,0,1,1,0,0,1,0,0,1,210.236666666667
1,0,0,1,1,1,1,1,1,0,1,239.036666666667
1,1,0,0,0,1,1,0,0,0,1,239.963333333333
1,1,0,0,1,1,1,0,0,0,1,245.21
1,1,0,1,0,1,1,0,0,0,1,251.09
1,1,0,1,1,1,1,0,0,0,1,247.373333333333
1,1,0,0,0,1,1,0,1,0,1,252.043333333333
1,1,0,1,0,1,1,0,1,0,1,247.79
1,1,0,0,1,1,1,0,1,0,1,249.68
1,1,0,0,0,1,1,1,0,0,1,254.393333333333
1,1,0,0,1,1,1,1,0,0,1,244.846666666667
1,1,0,0,0,1,1,1,1,0,1,249.563333333333
1,1,0,0,1,1,1,1,1,0,1,247.013333333333
1,1,0,1,0,1,1,1,0,0,1,252.036666666667
1,1,0,1,0,1,1,1,1,0,1,249.086666666667
1,1,0,1,1,1,1,1,0,0,1,251.25
1,1,0,1,1,1,1,1,1,0,1,253.54
1,0,0,1,0,1,1,0,0,1,1,236.64
0,1,0,0,1,0,0,0,1,0,1,210.706666666667
1,0,0,1,1,1,1,0,0,1,1,234.773333333333
1,0,0,0,0,1,1,1,0,1,1,238.736666666667
1,0,0,1,0,1,1,1,0,1,1,232.636666666667
1,0,0,1,1,1,1,1,0,1,1,236.58
1,1,0,0,0,1,1,1,0,1,1,252.893333333333
1,1,0,0,1,1,1,1,0,1,1,246.503333333333
1,1,0,1,0,1,1,0,0,1,1,251.033333333333
0,1,0,0,0,0,0,1,1,0,1,212.516666666667
1,1,0,1,0,1,1,1,0,1,1,249.046666666667
1,1,0,1,1,1,1,0,0,1,1,250.23
1,0,0,1,1,1,1,0,1,1,1,236.38
1,1,0,0,0,1,1,0,1,1,1,240.43
1,1,0,1,0,1,1,0,1,1,1,249.616666666667
1,1,0,0,1,1,1,0,1,1,1,251.31
0,1,0,0,1,0,0,1,1,0,1,211.186666666667
1,1,0,1,1,1,1,0,1,1,1,255.423333333333
1,0,0,0,0,1,1,1,1,1,1,256.226666666667
1,0,0,0,1,1,1,1,1,1,1,234.45
1,1,0,0,0,1,1,1,1,1,1,238.273333333333
1,1,0,0,1,1,1,1,1,1,1,248.74
1,0,0,1,0,1,1,1,1,1,1,253.47
1,1,0,1,0,1,1,1,1,1,1,237.346666666667
1,0,0,1,1,1,1,1,1,1,1,252.623333333333
1,1,0,1,1,1,1,1,1,1,1,241.226666666667
0,1,0,1,0,0,0,0,1,0,1,212.94
0,0,1,1,0,0,1,0,0,0,1,231.996666666667
0,0,1,1,1,0,1,0,0,0,1,233.446666666667
0,0,1,0,0,0,1,1,0,0,1,234.266666666667
0,0,1,1,0,0,1,1,0,0,1,231.0
0,0,1,0,1,0,1,1,0,0,1,233.66
0,0,1,1,1,0,1,1,0,0,1,232.046666666667
0,1,0,1,0,0,0,1,1,0,1,214.25
0,0,1,0,1,0,1,1,1,0,1,232.65
0,0,1,1,0,0,1,0,1,0,1,233.85
0,0,1,1,0,0,1,1,1,0,1,235.163333333333
0,0,1,1,1,0,1,0,1,0,1,236.06
0,0,1,1,1,0,1,1,1,0,1,236.36
0,0,1,1,0,0,1,0,0,1,1,232.636666666667
0,0,1,1,1,0,1,0,0,1,1,233.43
0,1,0,1,1,0,0,0,1,0,1,215.853333333333
0,0,1,1,0,0,1,0,1,1,1,233.0
0,0,1,1,1,0,1,0,1,1,1,234.223333333333
0,0,1,0,0,0,1,1,0,1,1,235.853333333333
0,0,1,0,0,0,1,1,1,1,1,232.59
0,0,1,0,1,0,1,1,1,1,1,232.99
0,0,1,1,0,0,1,1,0,1,1,234.25
0,0,1,1,0,0,1,1,1,1,1,235.073333333333
0,0,1,1,1,0,1,1,0,1,1,236.53
0,0,0,1,1,0,0,1,0,0,1,201.52
0,1,0,1,1,0,0,1,1,0,1,215.883333333333
0,0,1,1,1,0,1,1,1,1,1,236.17
0,0,1,1,0,1,1,0,0,0,1,232.47
0,0,1,1,1,1,1,0,0,0,1,233.23
0,0,1,0,0,1,1,1,0,0,1,234.383333333333
0,0,1,1,0,1,1,1,0,0,1,231.756666666667
0,0,1,0,1,1,1,1,0,0,1,234.613333333333
0,0,1,1,1,1,1,1,0,0,1,232.983333333333
0,0,1,0,0,1,1,1,0,1,1,234.063333333333
0,0,1,0,1,1,1,1,0,1,1,233.146666666667
0,0,1,1,0,1,1,0,0,1,1,234.133333333333
0,0,1,1,0,1,1,1,0,1,1,234.92
0,0,1,1,1,1,1,0,0,1,1,235.793333333333
0,0,1,1,1,1,1,1,0,1,1,235.96
0,0,1,1,0,1,1,0,1,0,1,234.466666666667
0,1,0,0,1,1,0,0,0,0,1,208.986666666667
0,0,1,1,1,1,1,0,1,0,1,235.373333333333
0,0,1,1,0,1,1,0,1,1,1,234.56
0,0,1,0,0,1,1,1,1,0,1,237.41
0,0,1,0,1,1,1,1,1,0,1,233.426666666667
0,0,1,0,0,1,1,1,1,1,1,234.746666666667
0,0,1,0,1,1,1,1,1,1,1,234.65
0,0,1,1,0,1,1,1,1,0,1,235.79
0,1,0,1,0,1,0,0,0,0,1,211.273333333333
0,0,1,1,0,1,1,1,1,1,1,236.306666666667
0,0,1,1,1,1,1,1,1,0,1,237.226666666667
1,0,1,1,0,0,1,0,0,0,1,249.99
1,0,1,0,0,0,1,1,0,0,1,252.18
1,0,1,1,0,0,1,1,0,0,1,246.806666666667
1,0,1,0,1,0,1,1,0,0,1,249.496666666667
0,1,0,1,1,1,0,0,0,0,1,212.926666666667
1,0,1,1,1,0,1,1,0,0,1,250.24
1,0,1,0,0,0,1,1,1,0,1,251.74
1,0,1,0,1,0,1,1,1,0,1,248.34
1,0,1,1,0,0,1,0,1,0,1,251.706666666667
1,0,1,1,0,0,1,1,1,0,1,250.05
1,0,1,1,1,0,1,0,1,0,1,250.866666666667
1,0,1,1,1,0,1,1,1,0,1,253.506666666667
0,1,0,0,0,1,0,0,1,0,1,214.343333333333
1,0,1,1,0,1,1,0,0,0,1,251.846666666667
1,0,1,1,1,1,1,0,0,0,1,249.576666666667
1,0,1,1,0,1,1,0,1,0,1,249.436666666667
1,0,1,1,1,1,1,0,1,0,1,253.49
1,0,1,0,1,1,1,1,0,0,1,247.613333333333
1,0,1,0,0,1,1,1,1,0,1,251.323333333333
0,1,0,1,0,1,0,0,1,0,1,211.586666666667
1,0,1,0,1,1,1,1,1,0,1,249.41
1,0,1,1,0,1,1,1,0,0,1,252.806666666667
1,0,1,1,1,1,1,1,0,0,1,251.793333333333
1,0,1,1,1,1,1,1,1,0,1,254.423333333333
1,0,1,1,0,0,1,0,0,1,1,251.933333333333
1,0,1,1,1,0,1,0,0,1,1,249.716666666667
1,0,1,0,0,0,1,1,0,1,1,253.116666666667
0,1,0,0,1,1,0,0,1,0,1,215.313333333333
1,0,1,1,0,0,1,1,0,1,1,248.063333333333
1,0,1,0,1,0,1,1,0,1,1,250.336666666667
1,0,1,1,1,0,1,1,0,1,1,251.433333333333
1,0,1,0,0,1,1,1,0,1,1,252.82
1,0,1,0,1,1,1,1,0,1,1,248.903333333333
1,0,1,1,0,1,1,0,0,1,1,252.276666666667
1,0,1,1,0,1,1,1,0,1,1,250.533333333333
1,0,1,1,1,1,1,0,0,1,1,251.363333333333
0,1,0,1,1,1,0,0,1,0,1,213.846666666667
1,0,1,1,1,1,1,1,0,1,1,254.123333333333
1,0,1,1,0,0,1,0,1,1,1,253.743333333333
1,0,1,1,1,0,1,0,1,1,1,251.163333333333
1,0,1,1,0,1,1,0,1,1,1,250.596666666667
1,0,1,1,1,1,1,0,1,1,1,254.42
1,0,1,0,0,0,1,1,1,1,1,255.323333333333
0,1,0,0,0,1,0,1,0,0,1,216.836666666667
1,0,1,0,1,0,1,1,1,1,1,249.46
1,0,1,0,0,1,1,1,1,1,1,252.873333333333
1,0,1,0,1,1,1,1,1,1,1,250.48
1,0,1,1,0,0,1,1,1,1,1,253.57
1,0,1,1,0,1,1,1,1,1,1,251.813333333333
1,0,1,1,1,0,1,1,1,1,1,252.77
1,0,1,1,1,1,1,1,1,1,1,255.43
0,1,1,0,0,0,1,0,0,0,1,256.246666666667
0,1,1,0,1,0,1,0,0,0,1,244.916666666667
0,1,1,1,0,0,1,0,0,0,1,247.466666666667
0,1,0,0,1,1,0,1,0,0,1,209.84
0,1,1,0,0,0,1,1,0,0,1,248.896666666667
0,1,1,1,0,0,1,1,0,0,1,245.496666666667
0,1,1,0,1,0,1,1,0,0,1,249.053333333333
0,1,1,1,1,0,1,1,0,0,1,246.32
0,1,1,0,0,0,1,0,1,0,1,250.163333333333
0,1,1,0,1,0,1,0,1,0,1,247.253333333333
0,1,1,0,0,0,1,1,1,0,1,249.786666666667
0,1,1,0,1,0,1,1,1,0,1,247.426666666667
0,1,1,1,0,0,1,0,1,0,1,248.43
0,1,0,0,0,1,0,1,1,0,1,211.59
0,1,1,1,0,0,1,1,1,0,1,250.12
0,1,1,1,1,0,1,0,1,0,1,251.236666666667
0,1,1,1,1,0,1,1,1,0,1,251.236666666667
0,1,1,0,1,0,1,0,0,1,1,246.61
0,1,1,1,0,0,1,0,0,1,1,249.253333333333
0,1,1,1,1,0,1,0,0,1,1,249.013333333333
0,1,1,0,0,0,1,0,1,1,1,250.243333333333
0,1,1,1,0,0,1,0,1,1,1,248.71
0,1,1,0,1,0,1,0,1,1,1,251.02
0,1,0,0,1,1,0,1,1,0,1,212.45
0,1,1,1,1,0,1,0,1,1,1,251.296666666667
0,1,1,0,0,0,1,1,0,1,1,252.093333333333
0,1,1,0,1,0,1,1,0,1,1,246.653333333333
0,1,1,0,0,0,1,1,1,1,1,247.873333333333
0,1,1,0,1,0,1,1,1,1,1,248.65
0,1,1,1,0,0,1,1,0,1,1,249.833333333333
0,1,1,1,1,0,1,1,1,1,1,251.15
1,1,1,0,0,0,1,0,0,0,1,253.15
0,1,0,1,0,1,0,1,0,0,1,214.153333333333
1,1,1,0,1,0,1,0,0,0,1,258.556666666667
1,1,1,1,0,0,1,0,0,0,1,264.6
1,1,1,1,1,0,1,0,0,0,1,260.326666666667
1,1,1,0,0,0,1,1,0,0,1,264.993333333333
1,1,1,1,0,0,1,1,0,0,1,258.023333333333
1,1,1,0,1,0,1,1,0,0,1,261.436666666667
1,1,1,0,0,0,1,0,0,1,1,266.096666666667
1,1,1,0,1,0,1,0,0,1,1,260.496666666667
1,1,1,0,0,0,1,1,0,1,1,266.45
0,1,0,1,0,1,0,1,1,0,1,214.313333333333
1,1,1,0,1,0,1,1,0,1,1,259.76
1,1,1,1,0,0,1,1,0,1,1,261.846666666667
1,1,1,1,1,0,1,0,0,1,1,262.95
1,1,1,0,0,0,1,0,1,0,1,267.846666666667
1,1,1,0,1,0,1,0,1,0,1,261.09
1,1,1,1,0,0,1,0,1,0,1,267.043333333333
1,1,1,1,1,0,1,0,1,0,1,262.663333333333
1,1,1,0,0,0,1,0,1,1,1,267.28
0,1,0,1,1,1,0,1,0,0,1,216.913333333333
1,1,1,1,0,0,1,0,1,1,1,262.68
1,1,1,0,1,0,1,0,1,1,1,264.163333333333
1,1,1,1,1,0,1,0,1,1,1,268.796666666667
1,1,1,0,0,0,1,1,1,0,1,268.583333333333
1,1,1,0,1,0,1,1,1,0,1,260.173333333333
1,1,1,0,1,0,1,1,1,1,1,261.676666666667
1,1,1,1,0,0,1,1,1,0,1,266.213333333333
1,1,1,1,0,0,1,1,1,1,1,263.716666666667
1,1,1,1,1,0,1,1,1,0,1,264.933333333333
0,1,0,1,1,1,0,1,1,0,1,215.74
1,1,1,1,1,0,1,1,1,1,1,268.416666666667
0,1,1,0,0,1,1,0,0,0,1,269.516666666667
0,1,1,0,1,1,1,0,0,0,1,245.793333333333
0,1,1,1,0,1,1,0,0,0,1,248.186666666667
0,1,1,1,1,1,1,0,0,0,1,248.416666666667
0,1,1,0,0,1,1,1,0,0,1,249.493333333333
0,1,1,1,0,1,1,1,0,0,1,246.006666666667
